hcpid,zip,calls
HCP03985,98101,21
HCP03986,03033,43
HCP03987,01001,38
HCP03988,02103,60
HCP03989,84001,56
HCP03990,99503,29
HCP03991,90211,5
HCP03992,12001,46
HCP03993,12004,31
HCP03994,87002,37
HCP03995,60002,51
HCP03996,02802,36
HCP03997,50002,14
HCP03998,96703,25
HCP03999,40004,23
HCP04000,88902,42
HCP04001,04002,13
HCP04002,83202,29
HCP04003,01001,10
HCP04004,82002,60
HCP04005,08001,53
HCP04006,37012,13
HCP04007,43002,60
HCP04008,55003,43
HCP04009,83202,58
HCP04010,98001,21
HCP04011,20101,25
HCP04012,02101,7
HCP04013,57003,24
HCP04014,02102,40
HCP04015,43001,21
HCP04016,48003,26
HCP04017,97003,5
HCP04018,96701,48
HCP04019,87002,45
HCP04020,29001,57
HCP04021,77001,21
HCP04022,30004,40
HCP04023,19701,39
HCP04024,90211,41
HCP04025,98101,6
HCP04026,55003,17
HCP04027,03033,45
HCP04028,30002,36
HCP04029,20602,22
HCP04030,08003,29
HCP04031,43001,30
HCP04032,40006,41
HCP04033,06002,51
HCP04034,04003,9
HCP04035,02101,10
HCP04036,29002,11
HCP04037,35004,49
HCP04038,19104,17
HCP04039,68002,9
HCP04040,94102,52
HCP04041,82002,46
HCP04042,90003,7
HCP04043,04003,33
HCP04044,06001,21
HCP04045,35006,18
HCP04046,50003,27
HCP04047,12002,52
HCP04048,60602,39
HCP04049,68003,36
HCP04050,90212,59
HCP04051,32006,8
HCP04052,58001,20
HCP04053,59003,53
HCP04054,98103,35
HCP04055,33125,52
HCP04056,99503,52
HCP04057,24702,31
HCP04058,87004,58
HCP04059,40003,17
HCP04060,02801,33
HCP04061,10004,49
HCP04062,02801,51
HCP04063,87002,13
HCP04064,96701,36
HCP04065,58002,53
HCP04066,98101,29
HCP04067,87001,40
HCP04068,19104,41
HCP04069,30002,34
HCP04070,05002,49
HCP04071,50001,36
HCP04072,50001,59
HCP04073,01002,42
HCP04074,40003,43
HCP04075,08001,43
HCP04076,66002,22
HCP04077,94103,42
HCP04078,70002,37
HCP04079,99502,58
HCP04080,82001,41
HCP04081,50001,18
HCP04082,06003,36
HCP04083,30301,30
HCP04084,20002,37
HCP04085,35005,36
HCP04086,20003,34
HCP04087,19703,45
HCP04088,59003,50
HCP04089,08002,49
HCP04090,73002,50
HCP04091,45203,11
HCP04092,06001,30
HCP04093,90003,17
HCP04094,19703,14
HCP04095,99502,7
HCP04096,35006,48
HCP04097,10004,35
HCP04098,48003,17
HCP04099,30302,37
HCP04100,24702,19
HCP04101,94105,17
HCP04102,96701,12
HCP04103,84001,35
HCP04104,94105,9
HCP04105,59002,11
HCP04106,19104,19
HCP04107,02102,50
HCP04108,68001,34
HCP04109,88901,55
HCP04110,60003,50
HCP04111,16820,48
HCP04112,10004,36
HCP04113,85001,24
HCP04114,63002,12
HCP04115,40004,41
HCP04116,83203,40
HCP04117,55002,27
HCP04118,06001,37
HCP04119,19703,11
HCP04120,30301,27
HCP04121,57003,53
HCP04122,50003,5
HCP04123,68002,32
HCP04124,27008,54
HCP04125,19104,41
HCP04126,24701,19
HCP04127,45203,15
HCP04128,27007,10
HCP04129,71601,42
HCP04130,58002,40
HCP04131,30303,11
HCP04132,77003,53
HCP04133,73002,32
HCP04134,90002,42
HCP04135,19102,51
HCP04136,02804,30
HCP04137,38603,47
HCP04138,98103,34
HCP04139,20602,23
HCP04140,24712,34
HCP04141,50002,40
HCP04142,88904,22
HCP04143,55003,36
HCP04144,27006,53
HCP04145,80002,20
HCP04146,05001,29
HCP04147,24712,40
HCP04148,96704,11
HCP04149,96703,7
HCP04150,71603,25
HCP04151,98102,53
HCP04152,37011,8
HCP04153,45201,24
HCP04154,12004,60
HCP04155,55001,12
HCP04156,03033,51
HCP04157,30303,32
HCP04158,32003,51
HCP04159,40004,54
HCP04160,73001,42
HCP04161,75006,54
HCP04162,97002,12
HCP04163,99502,14
HCP04164,99503,50
HCP04165,20103,30
HCP04166,19703,22
HCP04167,71603,21
HCP04168,37012,57
HCP04169,98003,40
HCP04170,30301,56
HCP04171,60601,57
HCP04172,75006,52
HCP04173,08002,19
HCP04174,35004,12
HCP04175,77003,7
HCP04176,30002,33
HCP04177,24702,35
HCP04178,20002,29
HCP04179,12004,59
HCP04180,60601,58
HCP04181,80001,23
HCP04182,73003,52
HCP04183,71603,54
HCP04184,48002,16
HCP04185,04002,51
HCP04186,32006,50
HCP04187,33125,46
HCP04188,24712,51
HCP04189,43001,41
HCP04190,37012,35
HCP04191,40003,5
HCP04192,90211,21
HCP04193,80001,19
HCP04194,30003,58
HCP04195,71602,11
HCP04196,03031,5
HCP04197,35004,47
HCP04198,43003,15
HCP04199,85001,24
HCP04200,90002,47
HCP04201,97002,36
HCP04202,94105,14
HCP04203,12002,54
HCP04204,03033,12
HCP04205,20101,24
HCP04206,10004,31
HCP04207,75006,40
HCP04208,77001,21
HCP04209,88902,19
HCP04210,98002,48
HCP04211,46001,39
HCP04212,48003,37
HCP04213,27007,44
HCP04214,98001,30
HCP04215,10002,32
HCP04216,16821,8
HCP04217,68001,16
HCP04218,20001,8
HCP04219,68003,28
HCP04220,19104,15
HCP04221,90002,5
HCP04222,57001,38
HCP04223,75001,13
HCP04224,43003,9
HCP04225,45203,37
HCP04226,10002,11
HCP04227,01002,19
HCP04228,98001,46
HCP04229,58001,57
HCP04230,19102,26
HCP04231,37012,37
HCP04232,45202,55
HCP04233,99501,49
HCP04234,03032,29
HCP04235,30004,16
HCP04236,12001,15
HCP04237,43001,59
HCP04238,46003,50
HCP04239,84002,53
HCP04240,80003,20
HCP04241,60601,46
HCP04242,90212,8
HCP04243,07002,9
HCP04244,30002,55
HCP04245,29003,35
HCP04246,32006,28
HCP04247,06002,12
HCP04248,71601,15
HCP04249,19102,36
HCP04250,29002,31
HCP04251,02101,17
HCP04252,71602,55
HCP04253,46002,17
HCP04254,60003,8
HCP04255,07002,8
HCP04256,68001,48
HCP04257,77001,52
HCP04258,10003,20
HCP04259,48001,19
HCP04260,37011,11
HCP04261,19701,22
HCP04262,63005,47
HCP04263,84002,22
HCP04264,01002,54
HCP04265,60603,20
HCP04266,02102,59
HCP04267,03032,60
HCP04268,83203,23
HCP04269,33127,54
HCP04270,16822,42
HCP04271,87004,7
HCP04272,20002,11
HCP04273,12004,8
HCP04274,90211,28
HCP04275,77003,33
HCP04276,53002,9
HCP04277,99501,60
HCP04278,30003,37
HCP04279,20603,32
HCP04280,70001,18
HCP04281,01002,35
HCP04282,99502,40
HCP04283,50002,15
HCP04284,60003,30
HCP04285,71603,27
HCP04286,12004,45
HCP04287,90002,37
HCP04288,40003,38
HCP04289,06003,35
HCP04290,03031,12
HCP04291,80001,20
HCP04292,19104,40
HCP04293,19102,47
HCP04294,55002,22
HCP04295,60602,34
HCP04296,16821,50
HCP04297,97002,24
HCP04298,10003,37
HCP04299,60602,54
HCP04300,96704,51
HCP04301,20001,47
HCP04302,80001,13
HCP04303,90212,34
HCP04304,90212,41
HCP04305,66002,27
HCP04306,08001,29
HCP04307,66006,17
HCP04308,16822,9
HCP04309,08002,11
HCP04310,30301,6
HCP04311,90001,18
HCP04312,59002,40
HCP04313,38603,15
HCP04314,80003,47
HCP04315,90001,45
HCP04316,20601,39
HCP04317,50001,24
HCP04318,35004,25
HCP04319,20102,23
HCP04320,96701,49
HCP04321,38602,29
HCP04322,50001,45
HCP04323,98103,34
HCP04324,19702,50
HCP04325,87002,7
HCP04326,45201,34
HCP04327,97003,44
HCP04328,20003,41
HCP04329,75006,50
HCP04330,27007,59
HCP04331,07003,39
HCP04332,19103,38
HCP04333,12002,34
HCP04334,98101,50
HCP04335,90212,55
HCP04336,06002,57
HCP04337,40006,44
HCP04338,80003,5
HCP04339,35004,56
HCP04340,80001,10
HCP04341,01003,12
HCP04342,24701,5
HCP04343,94105,30
HCP04344,84003,58
HCP04345,19702,36
HCP04346,68002,37
HCP04347,53001,26
HCP04348,77001,40
HCP04349,59003,24
HCP04350,98003,21
HCP04351,24701,39
HCP04352,73003,20
HCP04353,46002,9
HCP04354,87004,32
HCP04355,33126,53
HCP04356,16822,51
HCP04357,48001,55
HCP04358,04002,36
HCP04359,68002,56
HCP04360,07002,26
HCP04361,66002,26
HCP04362,96701,43
HCP04363,19702,30
HCP04364,90002,37
HCP04365,73003,57
HCP04366,40004,6
HCP04367,99503,52
HCP04368,12004,21
HCP04369,90212,44
HCP04370,35006,35
HCP04371,03032,29
HCP04372,59002,32
HCP04373,20001,34
HCP04374,75001,45
HCP04375,04002,43
HCP04376,60601,16
HCP04377,03031,29
HCP04378,33126,45
HCP04379,88902,11
HCP04380,48002,59
HCP04381,63001,48
HCP04382,96701,20
HCP04383,80001,29
HCP04384,77002,31
HCP04385,99502,19
HCP04386,19703,54
HCP04387,71602,19
HCP04388,04001,32
HCP04389,57001,57
HCP04390,19102,43
HCP04391,80003,47
HCP04392,48001,37
HCP04393,20002,38
HCP04394,82002,19
HCP04395,90210,15
HCP04396,85003,53
HCP04397,01003,41
HCP04398,30003,39
HCP04399,19701,36
HCP04400,30301,19
HCP04401,77003,27
HCP04402,02802,10
HCP04403,58001,28
HCP04404,85001,45
HCP04405,82001,53
HCP04406,35006,48
HCP04407,77003,44
HCP04408,20001,33
HCP04409,06001,22
HCP04410,82002,60
HCP04411,02102,25
HCP04412,40006,50
HCP04413,90212,48
HCP04414,75002,40
HCP04415,85002,52
HCP04416,57001,44
HCP04417,58001,47
HCP04418,57002,19
HCP04419,50001,20
HCP04420,71602,11
HCP04421,30302,60
HCP04422,90211,57
HCP04423,77002,49
HCP04424,05001,41
HCP04425,06001,25
HCP04426,02102,11
HCP04427,07002,6
HCP04428,88901,44
HCP04429,50003,55
HCP04430,16820,29
HCP04431,20603,54
HCP04432,94105,8
HCP04433,06001,33
HCP04434,88901,29
HCP04435,82002,59
HCP04436,94102,11
HCP04437,37012,35
HCP04438,87002,40
HCP04439,02801,53
HCP04440,71601,12
HCP04441,80001,30
HCP04442,60002,24
HCP04443,33126,5
HCP04444,60603,12
HCP04445,87002,58
HCP04446,40004,43
HCP04447,06003,45
HCP04448,24712,19
HCP04449,29003,30
HCP04450,40006,31
HCP04451,96704,30
HCP04452,02801,53
HCP04453,33127,11
HCP04454,57003,37
HCP04455,24702,39
HCP04456,83202,55
HCP04457,30002,31
HCP04458,20601,32
HCP04459,90212,44
HCP04460,32006,17
HCP04461,90001,11
HCP04462,57002,49
HCP04463,75006,50
HCP04464,58002,53
HCP04465,88902,46
HCP04466,20103,8
HCP04467,30002,59
HCP04468,43001,14
HCP04469,98103,5
HCP04470,60003,26
HCP04471,02102,26
HCP04472,98003,52
HCP04473,33126,53
HCP04474,83202,43
HCP04475,37012,30
HCP04476,20602,31
HCP04477,99501,30
HCP04478,05002,43
HCP04479,35004,36
HCP04480,70002,27
HCP04481,45202,19
HCP04482,80003,24
HCP04483,08001,13
HCP04484,08001,55
HCP04485,20602,53
HCP04486,96703,9
HCP04487,45203,39
HCP04488,87001,46
HCP04489,82003,47
HCP04490,98002,54
HCP04491,48003,8
HCP04492,24702,17
HCP04493,59001,23
HCP04494,10003,40
HCP04495,66003,48
HCP04496,48001,42
HCP04497,87001,17
HCP04498,10003,48
HCP04499,55002,19
HCP04500,38601,50
HCP04501,90210,55
HCP04502,02102,11
HCP04503,03033,50
HCP04504,01001,34
HCP04505,02102,25
HCP04506,19104,43
HCP04507,02102,41
HCP04508,55002,33
HCP04509,94103,57
HCP04510,50003,29
HCP04511,58003,14
HCP04512,68002,18
HCP04513,97003,15
HCP04514,12004,5
HCP04515,20601,21
HCP04516,55001,9
HCP04517,94105,48
HCP04518,66003,31
HCP04519,83203,50
HCP04520,20001,55
HCP04521,63001,57
HCP04522,12002,59
HCP04523,40006,54
HCP04524,33127,20
HCP04525,97001,38
HCP04526,02804,46
HCP04527,02103,32
HCP04528,98001,59
HCP04529,07001,39
HCP04530,07002,56
HCP04531,40006,22
HCP04532,90002,19
HCP04533,75001,29
HCP04534,38602,27
HCP04535,97001,10
HCP04536,85001,32
HCP04537,98001,49
HCP04538,32004,41
HCP04539,02103,48
HCP04540,82002,40
HCP04541,37011,18
HCP04542,24702,10
HCP04543,98002,40
HCP04544,75002,9
HCP04545,16821,38
HCP04546,80003,11
HCP04547,90210,9
HCP04548,70003,20
HCP04549,20102,37
HCP04550,57001,7
HCP04551,58003,34
HCP04552,05002,9
HCP04553,02802,19
HCP04554,02802,29
HCP04555,88904,9
HCP04556,05002,23
HCP04557,59003,38
HCP04558,29003,39
HCP04559,83203,12
HCP04560,55001,42
HCP04561,60602,36
HCP04562,16820,58
HCP04563,30003,59
HCP04564,58002,17
HCP04565,85003,42
HCP04566,97002,47
HCP04567,50001,56
HCP04568,60601,26
HCP04569,97003,52
HCP04570,19103,10
HCP04571,90212,60
HCP04572,59001,58
HCP04573,75001,35
HCP04574,90210,11
HCP04575,30003,9
HCP04576,98002,58
HCP04577,90211,19
HCP04578,90212,33
HCP04579,94104,38
HCP04580,90211,20
HCP04581,82002,57
HCP04582,83202,41
HCP04583,60003,56
HCP04584,29002,14
HCP04585,50003,52
HCP04586,20103,53
HCP04587,53003,53
HCP04588,29002,22
HCP04589,06002,17
HCP04590,84001,15
HCP04591,82003,32
HCP04592,29002,32
HCP04593,06002,48
HCP04594,50003,21
HCP04595,66002,52
HCP04596,75002,38
HCP04597,60002,28
HCP04598,02801,44
HCP04599,33126,23
HCP04600,77003,41
HCP04601,63005,31
HCP04602,57003,25
HCP04603,07001,48
HCP04604,24712,19
HCP04605,98003,21
HCP04606,75006,54
HCP04607,94105,43
HCP04608,30002,13
HCP04609,84001,35
HCP04610,02103,31
HCP04611,60601,56
HCP04612,16820,35
HCP04613,96701,35
HCP04614,45203,20
HCP04615,63005,55
HCP04616,19701,22
HCP04617,12001,29
HCP04618,02801,16
HCP04619,84001,10
HCP04620,90210,8
HCP04621,05009,47
HCP04622,33126,6
HCP04623,94102,38
HCP04624,83203,31
HCP04625,30003,34
HCP04626,90001,52
HCP04627,29002,35
HCP04628,90001,60
HCP04629,30002,7
HCP04630,71602,55
HCP04631,45203,46
HCP04632,35004,25
HCP04633,38601,14
HCP04634,77002,18
HCP04635,30003,14
HCP04636,01003,13
HCP04637,30301,56
HCP04638,20101,20
HCP04639,07002,32
HCP04640,19702,54
HCP04641,30002,39
HCP04642,84001,38
HCP04643,68003,51
HCP04644,19703,10
HCP04645,33126,44
HCP04646,68001,48
HCP04647,40006,51
HCP04648,19102,39
HCP04649,98003,60
HCP04650,43002,27
HCP04651,85002,60
HCP04652,68001,52
HCP04653,32004,27
HCP04654,07002,29
HCP04655,02804,57
HCP04656,85002,17
HCP04657,58003,58
HCP04658,83203,43
HCP04659,32003,26
HCP04660,83201,60
HCP04661,46003,11
HCP04662,90210,53
HCP04663,02801,36
HCP04664,88901,53
HCP04665,60603,35
HCP04666,63001,19
HCP04667,85003,24
HCP04668,77003,15
HCP04669,94104,29
HCP04670,06001,32
HCP04671,60601,44
HCP04672,55002,41
HCP04673,82001,26
HCP04674,60601,12
HCP04675,35005,28
HCP04676,03032,14
HCP04677,68003,38
HCP04678,46001,51
HCP04679,45201,33
HCP04680,66002,50
HCP04681,19104,20
HCP04682,38603,13
HCP04683,38601,56
HCP04684,75001,16
HCP04685,83202,5
HCP04686,10001,51
HCP04687,94105,14
HCP04688,66003,59
HCP04689,53001,15
HCP04690,63005,24
HCP04691,02102,17
HCP04692,07001,53
HCP04693,24701,53
HCP04694,87001,25
HCP04695,02103,53
HCP04696,12004,6
HCP04697,03032,45
HCP04698,60603,24
HCP04699,38603,12
HCP04700,29001,40
HCP04701,87004,27
HCP04702,58003,25
HCP04703,37012,54
HCP04704,84002,24
HCP04705,57003,34
HCP04706,66003,28
HCP04707,33127,19
HCP04708,06001,18
HCP04709,80002,51
HCP04710,07001,16
HCP04711,53001,57
HCP04712,30003,20
HCP04713,02103,33
HCP04714,53001,30
HCP04715,19104,29
HCP04716,96704,36
HCP04717,58001,57
HCP04718,97001,26
HCP04719,57003,41
HCP04720,98002,29
HCP04721,98101,34
HCP04722,96704,9
HCP04723,46001,45
HCP04724,20601,37
HCP04725,98002,60
HCP04726,87004,17
HCP04727,90002,9
HCP04728,70001,50
HCP04729,32004,50
HCP04730,35004,18
HCP04731,07003,53
HCP04732,16820,23
HCP04733,87002,59
HCP04734,02804,16
HCP04735,50003,54
HCP04736,98001,58
HCP04737,06003,34
HCP04738,88902,12
HCP04739,02102,20
HCP04740,01003,45
HCP04741,53003,35
HCP04742,19103,41
HCP04743,73002,45
HCP04744,98002,33
HCP04745,02801,48
HCP04746,03033,44
HCP04747,02101,16
HCP04748,19102,12
HCP04749,55003,22
HCP04750,66003,43
HCP04751,19103,34
HCP04752,01001,8
HCP04753,05009,45
HCP04754,02801,31
HCP04755,68001,47
HCP04756,71603,28
HCP04757,90211,22
HCP04758,80001,24
HCP04759,98103,15
HCP04760,83201,17
HCP04761,50002,13
HCP04762,63001,56
HCP04763,63002,27
HCP04764,37011,28
HCP04765,40004,16
HCP04766,58001,38
HCP04767,38601,56
HCP04768,06003,29
HCP04769,50002,21
HCP04770,85001,37
HCP04771,85002,31
HCP04772,04001,38
HCP04773,55003,48
HCP04774,60001,8
HCP04775,05009,42
HCP04776,20002,32
HCP04777,53003,20
HCP04778,30004,57
HCP04779,05002,12
HCP04780,94103,29
HCP04781,82002,59
HCP04782,33127,13
HCP04783,12002,46
HCP04784,02101,16
HCP04785,68002,24
HCP04786,90211,33
HCP04787,19104,59
HCP04788,43003,39
HCP04789,33126,37
HCP04790,50001,36
HCP04791,96703,13
HCP04792,05001,54
HCP04793,96704,23
HCP04794,19103,15
HCP04795,66003,27
HCP04796,53001,43
HCP04797,12002,51
HCP04798,32004,40
HCP04799,84003,42
HCP04800,96703,25
HCP04801,46001,55
HCP04802,45202,17
HCP04803,37010,60
HCP04804,12001,34
HCP04805,02801,31
HCP04806,66003,38
HCP04807,55003,16
HCP04808,55003,13
HCP04809,20602,56
HCP04810,88902,56
HCP04811,02103,17
HCP04812,90002,55
HCP04813,10003,37
HCP04814,43002,48
HCP04815,33127,11
HCP04816,97001,33
HCP04817,55001,18
HCP04818,98102,37
HCP04819,80003,52
HCP04820,71602,45
HCP04821,59003,8
HCP04822,27006,47
HCP04823,97002,34
HCP04824,90211,8
HCP04825,63005,13
HCP04826,53003,25
HCP04827,77001,46
HCP04828,99503,47
HCP04829,20102,59
HCP04830,94102,7
HCP04831,43002,17
HCP04832,60001,60
HCP04833,02802,28
HCP04834,10002,22
HCP04835,33125,37
HCP04836,75001,51
HCP04837,30004,44
HCP04838,84001,42
HCP04839,94105,23
HCP04840,29001,50
HCP04841,20001,19
HCP04842,19102,53
HCP04843,98103,40
HCP04844,70002,51
HCP04845,68001,7
HCP04846,20002,46
HCP04847,84001,19
HCP04848,85003,20
HCP04849,24701,36
HCP04850,57002,13
HCP04851,88902,17
HCP04852,90212,29
HCP04853,02804,46
HCP04854,63002,41
HCP04855,68002,44
HCP04856,66006,53
HCP04857,87004,23
HCP04858,88901,34
HCP04859,98102,31
HCP04860,94105,33
HCP04861,85003,36
HCP04862,10004,31
HCP04863,08003,59
HCP04864,08003,29
HCP04865,16822,34
HCP04866,90211,17
HCP04867,71602,44
HCP04868,45201,33
HCP04869,80001,27
HCP04870,48001,58
HCP04871,75001,22
HCP04872,63002,22
HCP04873,71602,41
HCP04874,94105,29
HCP04875,20601,30
HCP04876,30004,60
HCP04877,46002,52
HCP04878,82002,58
HCP04879,10002,53
HCP04880,97001,50
HCP04881,19103,54
HCP04882,30302,59
HCP04883,37011,16
HCP04884,20101,10
HCP04885,63001,7
HCP04886,73002,47
HCP04887,82002,44
HCP04888,02102,47
HCP04889,02801,7
HCP04890,48002,22
HCP04891,73002,21
HCP04892,90002,45
HCP04893,02802,52
HCP04894,48003,16
HCP04895,82001,26
HCP04896,53001,23
HCP04897,01001,15
HCP04898,12004,36
HCP04899,02801,44
HCP04900,75006,37
HCP04901,53002,39
HCP04902,48003,59
HCP04903,43002,23
HCP04904,83202,46
HCP04905,73002,13
HCP04906,03033,40
HCP04907,35006,47
HCP04908,10002,49
HCP04909,58003,6
HCP04910,60001,33
HCP04911,24701,47
HCP04912,19103,14
HCP04913,99502,17
HCP04914,94104,59
HCP04915,30301,29
HCP04916,63001,37
HCP04917,20102,35
HCP04918,55001,30
HCP04919,20602,51
HCP04920,45203,10
HCP04921,60003,17
HCP04922,83201,23
HCP04923,10003,30
HCP04924,19102,34
HCP04925,30002,45
HCP04926,06003,40
HCP04927,20602,55
HCP04928,10001,14
HCP04929,75006,47
HCP04930,45203,26
HCP04931,99502,48
HCP04932,29001,23
HCP04933,60602,59
HCP04934,73002,17
HCP04935,19102,9
HCP04936,29002,5
HCP04937,04003,21
HCP04938,20601,14
HCP04939,30301,45
HCP04940,99501,52
HCP04941,88904,40
HCP04942,48002,50
HCP04943,01002,45
HCP04944,02101,54
HCP04945,85003,25
HCP04946,35005,58
HCP04947,58001,26
HCP04948,46002,32
HCP04949,20001,53
HCP04950,30303,35
HCP04951,55001,25
HCP04952,10002,53
HCP04953,01003,33
HCP04954,80003,27
HCP04955,30302,58
HCP04956,48002,28
HCP04957,82001,20
HCP04958,60003,6
HCP04959,12004,13
HCP04960,02802,43
HCP04961,04003,22
HCP04962,10002,13
HCP04963,32003,17
HCP04964,32004,55
HCP04965,29001,29
HCP04966,58002,17
HCP04967,30302,17
HCP04968,19102,55
HCP04969,10001,22
HCP04970,83201,19
HCP04971,45201,9
HCP04972,30003,17
HCP04973,16820,54
HCP04974,05001,34
HCP04975,66002,5
HCP04976,59002,21
HCP04977,33126,6
HCP04978,43002,6
HCP04979,80003,25
HCP04980,94102,56
HCP04981,02802,25
HCP04982,98101,23
HCP04983,90211,18
HCP04984,24701,37
HCP04985,29003,20
HCP04986,66003,10
HCP04987,40004,35
HCP04988,01003,45
HCP04989,58003,11
HCP04990,04003,34
HCP04991,33126,9
HCP04992,90210,43
HCP04993,20002,51
HCP04994,98103,9
HCP04995,48002,10
HCP04996,94102,16
HCP04997,30003,50
HCP04998,83203,59
HCP04999,90211,12
HCP05000,59001,23
HCP05001,85003,41
HCP05002,75002,25
HCP05003,66002,50
HCP05004,57003,14
HCP05005,20603,9
HCP05006,60003,14
HCP05007,70003,9
HCP05008,59001,18
HCP05009,80001,14
HCP05010,94105,32
HCP05011,60002,6
HCP05012,58003,27
HCP05013,16822,55
HCP05014,48001,43
HCP05015,60002,7
HCP05016,19103,6
HCP05017,88901,47
HCP05018,66006,41
HCP05019,30004,26
HCP05020,24701,43
HCP05021,19701,60
HCP05022,82001,32
HCP05023,88902,26
HCP05024,60002,8
HCP05025,96701,18
HCP05026,66002,26
HCP05027,07003,51
HCP05028,58001,8
HCP05029,60003,40
HCP05030,30301,39
HCP05031,96704,36
HCP05032,98001,40
HCP05033,10002,10
HCP05034,59001,39
HCP05035,58001,18
HCP05036,35005,34
HCP05037,27007,57
HCP05038,33126,15
HCP05039,20001,42
HCP05040,63001,40
HCP05041,60603,22
HCP05042,19703,59
HCP05043,57002,26
HCP05044,07001,14
HCP05045,59002,60
HCP05046,01002,59
HCP05047,38601,17
HCP05048,98103,28
HCP05049,03033,20
HCP05050,83201,22
HCP05051,71603,11
HCP05052,99501,58
HCP05053,50001,54
HCP05054,98002,30
HCP05055,33126,12
HCP05056,32003,43
HCP05057,73003,14
HCP05058,60602,12
HCP05059,75006,26
HCP05060,20001,26
HCP05061,05001,34
HCP05062,80001,18
HCP05063,04003,12
HCP05064,75002,13
HCP05065,27008,58
HCP05066,30003,45
HCP05067,84003,5
HCP05068,71601,35
HCP05069,05009,45
HCP05070,19104,14
HCP05071,82001,50
HCP05072,66006,59
HCP05073,90211,47
HCP05074,53002,37
HCP05075,98001,30
HCP05076,48002,7
HCP05077,85002,34
HCP05078,45202,52
HCP05079,99502,30
HCP05080,57003,27
HCP05081,02101,38
HCP05082,38602,31
HCP05083,85003,8
HCP05084,77003,58
HCP05085,71603,6
HCP05086,33125,31
HCP05087,53003,6
HCP05088,12002,11
HCP05089,71601,30
HCP05090,33126,37
HCP05091,63005,21
HCP05092,96701,50
HCP05093,70002,20
